Common Name,Scientific Name,Family,Group,Description,Habitat,Conservation,iNat Observations,Taxon ID,Image 1,Image 2
Texas vervain,Verbena halei,VERBENACEAE,Wildflowers & Herbs,"This taxon had previously been considered a subspecies of V. officinalis (Barber 1982), while others have preferred treating as a species (Nesom 2010). DNA data support recognition of it as a species (Yuan &amp; Olmstead 2008; Yuan et al. 2012).",,,1,170148,images/Plants/Wildflowers & Herbs/Texas vervain_1.jpg,images/Plants/Wildflowers & Herbs/Texas vervain_2.jpg
Southern Coastal Violet,Viola septemloba,Violaceae,Wildflowers & Herbs,"Viola septemloba, the southern coastal violet, is a species of flowering plant in the family Violaceae, native to the Atlantic Plain of the southeastern United States. A perennial reaching 30 cm (12 in), it can have violet, blue, or white flowers.
V. septemloba is most commonly found in habitat types such as pine woods, oak woodlands, and savannahs. It acts as an indicator species for silty longleaf woodlands in the Florida Panhandle.",,,1,170261,images/Plants/Wildflowers & Herbs/Southern Coastal Violet_1.jpg,images/Plants/Wildflowers & Herbs/Southern Coastal Violet_2.jpg
grassleaf yellow-eyed grass,Xyris baldwiniana,XYRIDACEAE,Wildflowers & Herbs,"Xyris baldwiniana, common name Baldwin's yelloweyed grass, is a North American species of flowering plant in the yellow-eyed-grass family. It is native to southern Mexico (Chiapas), Central America (Belize, Honduras, Nicaragua), and the southeastern and south-central United States (from Texas to North Carolina).
Xyris baldwiniana is a perennial herb up to 50 cm (20 inches) tall with grass-like leaves and yellow flowers.",,,1,170356,images/Plants/Wildflowers & Herbs/grassleaf yellow-eyed grass_1.jpg,images/Plants/Wildflowers & Herbs/grassleaf yellow-eyed grass_2.jpg
Dense-flowered smartweed,Persicaria glabra,POLYGONACEAE,Wildflowers & Herbs,"Persicaria glabra, also known as denseflower knotweed, is a species of flowering plant native to North America and Eurasia.",,IUCN Red List: LC,1,200026,images/Plants/Wildflowers & Herbs/Dense-flowered smartweed_1.jpg,images/Plants/Wildflowers & Herbs/Dense-flowered smartweed_2.jpg
prostrate sandmat,Euphorbia prostrata,Euphorbiaceae,Wildflowers & Herbs,"Prostrate sandmat is native to tropical and subtropical America, as well as the central portion of the United States. It is introduced to many other parts of the world, including eastern and western North America. This is a common weed of roadsides and commercial greenhouses in the southern and central United States. Extracts of the plant have been studied and marketed in India as a treatment for hemorrhoids. It is a rare visitor to New England, having been collected only from cotton waste in Massachusetts.",Anthropogenic (human-disturbed or -maintained habitats),,1,200053,images/Plants/Wildflowers & Herbs/prostrate sandmat_1.jpg,images/Plants/Wildflowers & Herbs/prostrate sandmat_2.jpg
Florida bluehearts,Buchnera floridana,Orobanchaceae,Wildflowers & Herbs,"Buchnera floridana, the Florida bluehearts, is a species of flowering plant in the family Orobanchaceae. It is native to the southeastern USA, Texas, eastern Mexico, Belize, Guatemala, Panama, and most of the Caribbean islands. A hemiparasitic biennial, it is found mostly in wet areas such as open pinelands, flatwoods, and pitcher-plant bogs of the Gulf Coastal Plain.",,NatureServe: G5?,1,287356,images/Plants/Wildflowers & Herbs/Florida bluehearts_1.jpg,images/Plants/Wildflowers & Herbs/Florida bluehearts_2.jpg
Weak-leaf Yucca,Yucca flaccida,Asparagaceae,Wildflowers & Herbs,"Yucca flaccida, commonly called Adam's needle or weak-leaf yucca, is a species of flowering plant in the asparagus family (Asparagaceae). It is native to south-central and southeastern North America, from the lower Great Plains eastward to the Atlantic seaboard in Virginia, south through Florida and the Gulf states. Its natural habitat is in sandy open woodlands and fields.",,IUCN Red List: LC,1,332548,images/Plants/Wildflowers & Herbs/Weak-leaf Yucca_1.jpg,images/Plants/Wildflowers & Herbs/Weak-leaf Yucca_2.jpg
ciliate ruellia,Ruellia ciliosa,ACANTHACEAE,Wildflowers & Herbs,"Ruellia humilis (wild petunia, fringeleaf wild petunia, hairy petunia, low wild petunia) is a species of flowering plant in the family Acanthaceae. It is native to the eastern United States. It is grown as an ornamental plant.
Ruellia humilis is native to the U.S. from the northeastern/northern central to the southeastern/southern central regions. According to the Germplasm Resources Information Network of the United States Department of Agriculture, Ruellia humilis is native to the following states:
Alabama, Arkansas, Georgia, Illinois, Indiana, Iowa, (eastern) Kansas, Kentucky, Louisiana, Maryland, Michigan, (southeastern) Minnesota, Mississippi, Missouri, Nebraska, (western) North Carolina, Ohio, Oklahoma, Pennsylvania, Tennessee, (eastern) Texas, West Virginia, Wisconsin, and Virginia.",,,1,355630,images/Plants/Wildflowers & Herbs/ciliate ruellia_1.jpg,images/Plants/Wildflowers & Herbs/ciliate ruellia_2.jpg
Sandhill Hawthorn,Crataegus lassa,Rosaceae,Wildflowers & Herbs,"Crataegus lassa, the sandhill hawthorn, is a species of hawthorn native to the southeastern United States. Small trees or large shrubs, they have a characteristic weeping or drooping habit, and grow in pine barrens, the Carolina sandhills region, the Florida longleaf pine sandhills, and similar areas with well-drained soils.",,IUCN Red List: LC,1,428649,images/Plants/Wildflowers & Herbs/Sandhill Hawthorn_1.jpg,images/Plants/Wildflowers & Herbs/Sandhill Hawthorn_2.jpg
switch cane,Arundinaria tecta,Poaceae,Wildflowers & Herbs,"Arundinaria tecta, also known as switchcane or river cane, is part of the Arundinaria genus of bamboo species. Native to the Southeastern United States, the Arundinaria genus is considered to have the only temperate bamboos and has many species that can be hard to differentiate. A. tecta is often confused with A. gigantea and A. appalachiana and may need the combined effort of range, morphology, and genetics to distinguish between the species. Regardless, A. tecta and the Arundinaria genus as a whole have many significant cultural and environmental implications in the Southeastern United States.
Arundinaria tecta, or switchcane, is a bamboo species native to the Southeast United States, first studied in 1813.",,FL: S4 · NatureServe: G5 · US: N5,1,747236,images/Plants/Wildflowers & Herbs/switch cane_1.jpg,images/Plants/Wildflowers & Herbs/switch cane_2.jpg
Marsh Hay Cordgrass,Sporobolus pumilus,Poaceae,Wildflowers & Herbs,"Sporobolus pumilus, the saltmeadow cordgrass, also known as salt hay, is a species of cordgrass native to the Atlantic coast of the Americas, from Newfoundland south along the eastern United States to the Caribbean and north-eastern Mexico. It was reclassified after a taxonomic revision in 2014, but the older name, Spartina patens, may still be found in use. It can be found in marshlands in other areas of the world as an introduced species and often a harmful noxious weed or invasive species.
It is a perennial grass found in the upper areas of brackish coastal salt marshes. It is a slender and wiry plant that grows in thick mats 12 to 24 inches (30 to 60 cm) high, green in spring and summer, and turns light brown in late fall and winter.",,,1,773004,images/Plants/Wildflowers & Herbs/Marsh Hay Cordgrass_1.jpg,images/Plants/Wildflowers & Herbs/Marsh Hay Cordgrass_2.jpg
Florida Sandreed,Sporobolus vaseyi,POACEAE,Wildflowers & Herbs,This taxon was commonly known as Calamovilfa curtissii.,,,1,773024,images/Plants/Wildflowers & Herbs/Florida Sandreed_1.jpg,images/Plants/Wildflowers & Herbs/Florida Sandreed_2.jpg
Pine Barren Frostweed,Crocanthemum corymbosum,CISTACEAE,Wildflowers & Herbs,"Crocanthemum corymbosum, commonly called pine barren frostweed, is a species of perennial herb or subshrub  endemic to the U.S. southeast coastal plain in the states of Florida, Georgia, Alabama, South Carolina, North Carolina, and Mississippi.",,NatureServe: G4,1,856610,images/Plants/Wildflowers & Herbs/Pine Barren Frostweed_1.jpg,images/Plants/Wildflowers & Herbs/Pine Barren Frostweed_2.jpg
Carolina vervain,Verbena carnea,VERBENACEAE,Wildflowers & Herbs,"This species had previously been placed in the monotypic genus Stylodon. However, this species appears to be a part of Verbena (Marx et al. 2010; Nesom 2010).",,,1,866180,images/Plants/Wildflowers & Herbs/Carolina vervain_1.jpg,images/Plants/Wildflowers & Herbs/Carolina vervain_2.jpg
Carolina rockrose,Crocanthemum carolinianum,CISTACEAE,Wildflowers & Herbs,"Crocanthemum carolinianum, commonly referred to as Carolina frostweed or Carolina sunrose, is a flowering plant that grows in the southeastern United States. Flowers have five bright yellow petals.
Helianthemum carolinianum is a synonym for it.
Areas where it grows include southern Alabama and the northern half of the Florida peninsula and Florida Panhandle.
It is in the Cistaceae (Rock-Rose) family.",,,1,869904,images/Plants/Wildflowers & Herbs/Carolina rockrose_1.jpg,images/Plants/Wildflowers & Herbs/Carolina rockrose_2.jpg
Georgia frostweed,Crocanthemum georgianum,CISTACEAE,Wildflowers & Herbs,Crocanthemum is a genus of flowering plants in the family Cistaceae. They are native to both North and South America where they are widespread. The common name frostweed relates to the ice crystals which form from sap exuding from cracks near the base of the stem in the late fall.,,,1,869905,images/Plants/Wildflowers & Herbs/Georgia frostweed_1.jpg,images/Plants/Wildflowers & Herbs/Georgia frostweed_2.jpg
American field pansy,Viola rafinesquei,VIOLACEAE,Wildflowers & Herbs,"Viola rafinesquii (syn. Viola bicolor), commonly known as the American field pansy or wild pansy, is an annual plant in the violet family found throughout much of North America. There has been some debate as to whether the plant is native to North America or if it was introduced from the Old World as a variety of Viola kitaibeliana, but it is now generally thought to be native to the North America. It is common in disturbed habitats but is also found in fields and open woods on substrates ranging from sandy soil to clay to limestone. It experiences a period of dormancy in the winter and flowers in the spring.",,,1,1393273,images/Plants/Wildflowers & Herbs/American field pansy_1.jpg,images/Plants/Wildflowers & Herbs/American field pansy_2.jpg
Florida Jack-in-the-pulpit,Arisaema acuminatum,Araceae,Wildflowers & Herbs,"Arisaema acuminatum is a species of flowering plant in the arum family Araceae. It is a member of the Arisaema triphyllum complex, a group of closely related taxa in eastern North America. The specific name acuminatum means ""with a long, narrow and pointed tip"", which describes the shape of the spathe hood. The species is commonly known as the Florida Jack-in-the-pulpit.",,,1,1441652,images/Plants/Wildflowers & Herbs/Florida Jack-in-the-pulpit_1.jpg,images/Plants/Wildflowers & Herbs/Florida Jack-in-the-pulpit_2.jpg
Tall Pinebarren Milkwort,Senega cymosa,POLYGALACEAE,Wildflowers & Herbs,"Senega cymosa, the tall pinebarren milkwort, is a species of flowering plant in the family Polygalaceae. It is endemic to the United States.",,FL: S3S4 · NatureServe: G5,1,1568932,images/Plants/Wildflowers & Herbs/Tall Pinebarren Milkwort_1.jpg,images/Plants/Wildflowers & Herbs/Tall Pinebarren Milkwort_2.jpg
Littleleaf Milkwort,Senega brevifolia,POLYGALACEAE,Wildflowers & Herbs,"Senega is a genus of flowering plants in the milkwort family (Polygalaceae) native to the Americas, tropical and southern Africa, and Madagascar. It was resurrected from the genus Polygala in 2023. The North American species Senega officinalis was introduced to Europe in the 1700s and was sold widely by pharmacists into the 1800s.",,NatureServe: G4G5,1,1568992,images/Plants/Wildflowers & Herbs/Littleleaf Milkwort_1.jpg,images/Plants/Wildflowers & Herbs/Littleleaf Milkwort_2.jpg
Florida toadflax,Linaria floridana,PLANTAGINACEAE,Wildflowers & Herbs,"Linaria is a genus of almost 200 species of flowering plants, one of several related groups commonly called toadflax. They are annuals and herbaceous perennials, and the largest genus in the Antirrhineae tribe of the plantain family Plantaginaceae.",,,1,1608737,images/Plants/Wildflowers & Herbs/Florida toadflax_1.jpg,images/Plants/Wildflowers & Herbs/Florida toadflax_2.jpg
common bracken,Pteridium aquilinum,Dennstaedtiaceae,Ferns,"Bracken fern often becomes dominant after disturbances such as fire, logging and grazing due to its deep rhizome. Humans have used bracken fern for thatch, livestock, bedding, and food, though it does contain some toxic compounds.","Anthropogenic (human-disturbed or -maintained habitats), forest edges, forests, meadows and fields, woodlands",,33,52681,images/Plants/Ferns/common bracken_1.jpg,images/Plants/Ferns/common bracken_2.jpg
American Royal Fern,Osmunda spectabilis,OSMUNDACEAE,Ferns,"The typical variety, var. regalis, is found in the Old Word (Fernald 1930). Treating the American taxon, var. spectabilis, as a distinct species has also been advocated based on analysis of DNA which suggests var. spectabilis is more closely related to O. japonica (Metzgar et al. 2008; Tsutsumi et al. 2011; Arana et al. 2015; Schneider et al. 2015).",,,10,1002684,images/Plants/Ferns/American Royal Fern_1.jpg,images/Plants/Ferns/American Royal Fern_2.jpg
Virginia chainfern,Woodwardia virginica,Blechnaceae,Ferns,"One of the taller ferns in New England, Virginia chain fern tends to grow in lines rather than clumps.","Anthropogenic (human-disturbed or -maintained habitats), bogs, marshes, swamps, wetland margins (edges of wetlands)",IUCN Red List: LC,9,122054,images/Plants/Ferns/Virginia chainfern_1.jpg,images/Plants/Ferns/Virginia chainfern_2.jpg
cinnamon fern,Osmundastrum cinnamomeum,Osmundaceae,Ferns,"Cinnamon fern is a large fern that grows in clumps and is widely cultivated. The fertile fronds start out green but the small, upward pointing pinnae soon turn brown or cinnamon colored.","Forests, shores of rivers or lakes, swamps, wetland margins (edges of wetlands)",,7,204165,images/Plants/Ferns/cinnamon fern_1.jpg,images/Plants/Ferns/cinnamon fern_2.jpg
